mode,survival,TTF,reward/step,lin_err,yaw_err,torque,smoothness
no_adapt,50.0,0.6381640625,2.174699480491598,0.15219774865508656,0.1816688526878951,903.0523763728627,864.7557199910354
rma,76.875,0.8548632812500001,2.4035989392131114,0.1266096996563671,0.16200369943557075,933.6212837146716,926.1642224748664
expert,74.375,0.8574023437499999,2.598851964352071,0.12303195394383062,0.2086216555365202,891.1745502614449,870.5039450080096
